RECEIPT_ID,PURCHASE_DATE,SCAN_DATE,STORE_NAME,USER_ID,BARCODE,FINAL_QUANTITY,FINAL_SALE,barcode_length
591c4cb3-daa0-486f-922a-d4c73c5d8651,2024-06-21,2024-06-21 11:12:25.104 Z,DOLLAR TREE STORES INC,5ea4935d5bcbbc35af24ad1f,00040000000310,1.00,1.25,11
2125ad90-9baa-4c88-91e9-f2ef70152571,2024-08-31,2024-08-31 14:06:37.130 Z,PUBLIX,603fef9d5195c812ab93365d,00041415085862,1.00,4.59,11
34583420-9706-44c9-8a77-729189ed1e76,2024-07-22,2024-07-23 13:25:13.689 Z,WALMART,5f8104c22429e61643e2947c,00038000138430,1.00,2.00,11
edc92aab-43ef-4821-bfb0-42be9433d391,2024-06-27,2024-07-06 18:59:40.440 Z,MEIJER,6348822e3f72c44d67947291,00000000000000,1.00,2.19,0
383d94c5-65e4-4913-910a-a9ffda86910b,2024-08-30,2024-09-03 09:51:15.339 Z,WALMART,5fef43d921684312584584f7,00078742371177,1.00,8.17,11
a44538ae-06af-4b92-8945-c4940cedf3c6,2024-06-19,2024-06-23 18:26:28.126 Z,DOLLAR GENERAL STORE,5a6459a6e4b022d9fccc89cc,00035000972699,1.00,1.00,11
f74fcfb6-4f09-46b5-ad98-cac0545787c7,2024-09-07,2024-09-07 20:46:55.453 Z,WALMART,64335464838dd2651fb32d57,00019100181694,1.00,1.47,11
1f1acb11-e60c-4015-9dd5-afbd3580d2d4,2024-08-30,2024-08-30 16:16:10.295 Z,WALMART,620e8c95148c183de3a98f83,00078742371177,1.00,14.87,11
3af740f4-998c-4fa5-a577-7388d077a933,2024-07-31,2024-07-31 13:12:44.502 Z,RITE AID,61c7b8968b35062cc34057e8,00011822989473,1.00,1.61,11
f34f0ed5-7f32-47af-9fe1-4379778122bb,2024-08-25,2024-08-27 07:58:27.261 Z,DOLLAR GENERAL STORE,6052458c3f55546b59231451,00305732017259,1.00,3.95,12
0529f314-45d9-448c-956f-aaffd8b1d421,2024-08-18,2024-08-18 11:04:43.161 Z,WALMART,639225f490ad5449ec5fa96c,00078742371177,1.00,8.17,11
676dd079-b371-4d9c-aef6-204102bb0a25,2024-07-10,2024-07-10 09:58:49.219 Z,TOPS MARKETS,64a2f000127ddb5d7f028481,00311111923103,1.00,3.99,12
48b0fe40-4c61-4cb5-8307-e42971cef231,2024-07-01,2024-07-01 14:42:51.882 Z,WALMART,658233786823d5c7a5529e63,00064144043224,1.00,1.00,11
c7097c4f-f4be-4880-a4d3-36481f8b8428,2024-08-02,2024-08-03 07:49:27.797 Z,TARGET,5f9c69b838597f1642ac3aa3,00085410200677,1.00,9.99,11
b6574fef-96d2-427c-b41d-5bfbf37e6684,2024-08-18,2024-08-19 07:05:13.539 Z,ACME,60a62ddc48f67e2dba9d58e0,00857183005151,1.00,4.98,12
c0f2eee1-7169-4254-805e-e177b7e6ceb1,2024-08-01,2024-08-01 14:06:33.599 Z,WALMART,63b36b189f3fc9c754740909,00078742128511,1.00,1.06,11
19f725b1-e708-4060-b159-acc7674e5405,2024-08-23,2024-09-03 09:47:23.950 Z,SHOP RITE,619c29ca06570b5913a151fb,00311111921628,1.00,2.99,12
cc27ac81-9e70-430a-b3a4-9d91f3ad0bba,2024-06-23,2024-06-23 14:40:59.646 Z,KROGER,61a3cf9af998e47aad331529,00011110860958,1.00,2.50,11
2b8455b5-83bf-42bd-8570-ac12155c1014,2024-08-30,2024-08-30 16:37:25.389 Z,WALMART,60ef9810d1d29e3cddfbb73d,00027000442128,1.00,1.18,11
f4626458-26f4-4fe9-bb18-37d0d35674b5,2024-07-12,2024-07-12 18:49:48.818 Z,SAFEWAY,614e014b81627974a57c5860,00046000453965,1.00,5.59,11
d30733c1-3d55-47c6-b17e-62a69a2b87fb,2024-09-04,2024-09-06 14:24:06.251 Z,WALMART,611c55c8d3ffae272f27e626,00034000000074,1.00,2.97,11
b8cc0d85-b0a7-4d95-ab93-16a9b651d00e,2024-07-09,2024-07-10 12:42:54.676 Z,KING SOOPERS,638a137802a4e512e052ec5f,00311111923202,1.00,3.49,12
4cdd3e30-34f2-4f3b-adb5-1bc3469cf06c,2024-08-03,2024-08-05 09:43:31.473 Z,WALMART,6248b8161ec2c6560d09e7e5,00027000442128,1.00,1.34,11
